,fips,state_name,hospital_name,hospital_type,hq_address,hq_city,hq_state,latitude,longtitude
2012,27073.0,Minnesota,Johnson Memorial Hospital,Critical Access Hospital,1294 Locust St,Dawson,MN,44.931936,-96.065276
2013,27075.0,Minnesota,Lake View Hospital,Critical Access Hospital,325 11th Ave,Two Harbors,MN,47.029698,-91.666318
2014,27077.0,Minnesota,CHI Lakewood Health Center,Critical Access Hospital,600 Main Ave S,Baudette,MN,48.70652140000004,-94.60050329999996
2015,27079.0,Minnesota,Ridgeview Le Sueur Medical Center (FKA Minnesota Valley Health Center),Critical Access Hospital,621 S 4th St,Le Sueur,MN,44.453988200000026,-93.91483419999996
2016,27081.0,Minnesota,Hendricks Community Hospital,Critical Access Hospital,503 E Lincoln St,Hendricks,MN,44.50618060000005,-96.41884249999998
2017,27081.0,Minnesota,Avera Tyler Hospital,Critical Access Hospital,240 Willow St,Tyler,MN,44.272004,-96.1302505
2018,27083.0,Minnesota,Avera Marshall Regional Medical Center,Critical Access Hospital,300 S Bruce St,Marshall,MN,44.44779360000007,-95.7775519
2019,27083.0,Minnesota,Sanford Tracy Medical Center,Critical Access Hospital,249 5th St E,Tracy,MN,44.23245680000008,-95.607441
2020,27085.0,Minnesota,Hutchinson Health Hospital (FKA Hutchinson Community Hospital),Short Term Acute Care Hospital,1095 Hwy 15 N,Hutchinson,MN,44.87576430000007,-94.37287979999996
2021,27085.0,Minnesota,Glencoe Regional Health Services,Critical Access Hospital,1805 Hennepin Ave N,Glencoe,MN,44.777675,-94.151892
2022,27087.0,Minnesota,Mahnomen Health Center,Critical Access Hospital,414 W Jefferson Ave,Mahnomen,MN,47.31096780000007,-95.973211
2023,27089.0,Minnesota,North Valley Health Center,Critical Access Hospital,300 W Good Samaritan Dr,Warren,MN,48.19132940000003,-96.77307659999995
2024,27091.0,Minnesota,Mayo Clinic Hospital - Fairmont,Short Term Acute Care Hospital,800 Medical Center Dr,Fairmont,MN,43.6713,-94.4458
2025,27093.0,Minnesota,Meeker County Memorial Hospital,Critical Access Hospital,612 S Sibley Ave,Litchfield,MN,45.119098,-94.528802
2026,27095.0,Minnesota,Mille Lacs Health System,Critical Access Hospital,200 Elm St N,Onamia,MN,46.07318115200008,-93.66249084499998
2027,27141.0,Minnesota,M Health Fairview Northland Medical Center,Short Term Acute Care Hospital,911 Northland Dr,Princeton,MN,45.55843740000006,-93.5901017
2028,27097.0,Minnesota,CHI St Gabriel Health (FKA St Gabriels Hospital),Critical Access Hospital,815 2nd St Se,Little Falls,MN,45.9673,-94.3627
2029,27101.0,Minnesota,Murray County Medical Center,Critical Access Hospital,2042 Juniper Ave,Slayton,MN,43.992305,-95.75984
2030,27103.0,Minnesota,Rivers Edge Hospital & Clinic,Critical Access Hospital,1900 Sunrise Dr,Saint Peter,MN,44.34941250000003,-93.973016
2031,27105.0,Minnesota,Sanford Worthington Medical Center (FKA Regional Hospital Worthington),Short Term Acute Care Hospital,1018 Sixth Ave,Worthington,MN,43.62176260000007,-95.5990326
2032,27107.0,Minnesota,Essentia Health - Ada (FKA Bridges Medical Center),Critical Access Hospital,201 9th St W,Ada,MN,47.29785430000004,-96.53154419999998
2033,27109.0,Minnesota,Olmsted Medical Center,Short Term Acute Care Hospital,1650 4th St Se,Rochester,MN,44.01992610000008,-92.44052279999994
2034,27109.0,Minnesota,Mayo Clinic Hospital - Saint Marys Campus,Short Term Acute Care Hospital,1216 2nd St Sw,Rochester,MN,44.02086550000007,-92.48159029999994
2035,27111.0,Minnesota,Lake Region Healthcare Corporation,Short Term Acute Care Hospital,712 S Cascade St,Fergus Falls,MN,46.27687530000003,-96.07360529999994
2036,27111.0,Minnesota,Perham Health (FKA Perham Memorial Hospital & Home),Critical Access Hospital,1000 Coney St W,Perham,MN,46.593909300000064,-95.59318829999997
2037,27113.0,Minnesota,Sanford Thief River Falls Medical Center,Critical Access Hospital,3001 Sanford Pkwy,Thief River Falls,MN,48.09114160000007,-96.19543409999994
2038,27115.0,Minnesota,Essentia Health - Sandstone (FKA Pine Medical Center),Critical Access Hospital,705 Lundorff Dr,Sandstone,MN,46.11777090000004,-92.88527369999996
2039,27117.0,Minnesota,Pipestone County Medical Center & Family Clinic Avera,Critical Access Hospital,916 4th Ave Sw,Pipestone,MN,43.99071790000005,-96.32261909999994
2040,27119.0,Minnesota,Essentia Health - Fosston (FKA First Care Medical Services),Critical Access Hospital,900 Hilligoss Blvd Se,Fosston,MN,47.57133520000008,-95.739282
2041,27119.0,Minnesota,Riverview Hospital (AKA RiverView Health),Critical Access Hospital,323 S Minnesota St,Crookston,MN,47.77427960000006,-96.61798109999997
2042,27121.0,Minnesota,Glacial Ridge Hospital,Critical Access Hospital,10 4th Ave Se,Glenwood,MN,45.64657720000008,-95.38986009999996
2043,27123.0,Minnesota,M Health Fairview St Johns Hospital (FKA HealthEast St Johns Hospital),Short Term Acute Care Hospital,1575 Beam Ave,Maplewood,MN,45.02896270000008,-93.033747
2044,27123.0,Minnesota,Regions Hospital,Short Term Acute Care Hospital,640 Jackson St,Saint Paul,MN,44.95569370000004,-93.09475489999994
2045,27123.0,Minnesota,M Health Fairview St Josephs Hospital (FKA HealthEast St Josephs Hospital),Short Term Acute Care Hospital,45 10th St W,Saint Paul,MN,44.94909880000006,-93.1000226
2046,27123.0,Minnesota,United Hospital,Short Term Acute Care Hospital,333 Smith Ave N,Saint Paul,MN,44.94330170000006,-93.107201
2047,27127.0,Minnesota,Carris Health - Redwood Hospital (FKA Redwood Area Hospital),Critical Access Hospital,101 Caring Way,Redwood Falls,MN,44.52997589100005,-95.09032440199996
2048,27129.0,Minnesota,Olivia Hospital & Clinic (FKA RC Hospital and Clinics),Critical Access Hospital,100 Healthy Way,Olivia,MN,44.77525330000003,-94.97305689999996
2049,27037.0,Minnesota,Northfield Hospital,Short Term Acute Care Hospital,2000 North Ave,Northfield,MN,44.47342650000007,-93.1915393
2050,27131.0,Minnesota,District One Hospital,Short Term Acute Care Hospital,200 State Ave,Faribault,MN,44.28842,-93.257442
2051,27133.0,Minnesota,Sanford Luverne Medical Center,Critical Access Hospital,1600 N Kniss Ave,Luverne,MN,43.67105190000007,-96.2124869
2052,27135.0,Minnesota,LifeCare Medical Center,Critical Access Hospital,715 Delmore Dr,Roseau,MN,48.8402,-95.7599
2053,27137.0,Minnesota,Essentia Health - Northern Pines (FKA White Community Hospital),Critical Access Hospital,5211 Highway 110,Aurora,MN,47.51805480000007,-92.22954469999996
2054,27137.0,Minnesota,Essentia Health - Virginia,Short Term Acute Care Hospital,901 9th St N,Virginia,MN,47.53143860000006,-92.54998849999998
2055,27137.0,Minnesota,St Lukes Hospital,Short Term Acute Care Hospital,915 E 1st St,Duluth,MN,46.79717960000005,-92.0876204
2056,27137.0,Minnesota,Essentia Health - Duluth (FKA SMDC Medical Center),Short Term Acute Care Hospital,502 E 2nd St,Duluth,MN,46.79303040000008,-92.09336009999998
2057,27137.0,Minnesota,Fairview Range (FKA Fairview Range Medical Center),Short Term Acute Care Hospital,750 E 34th St,Hibbing,MN,47.40948720000006,-92.92939909999996
2058,27137.0,Minnesota,Ely Bloomenson Community Hospital,Critical Access Hospital,328 W Conan St,Ely,MN,47.900717,-91.87181
2059,27137.0,Minnesota,Cook Hospital,Critical Access Hospital,10 5th St Se,Cook,MN,47.853084,-92.6796164
2060,27137.0,Minnesota,Essentia Health - St Marys Medical Center,Short Term Acute Care Hospital,407 E 3rd St,Duluth,MN,46.79375040000008,-92.096461
2061,27139.0,Minnesota,St Francis Regional Medical Center,Short Term Acute Care Hospital,1455 Saint Francis Ave,Shakopee,MN,44.77209950000008,-93.50244659999998
2062,27139.0,Minnesota,Mayo Clinic Hospital - New Prague (FKA Queen of Peace Hospital),Critical Access Hospital,301 2nd St Ne,New Prague,MN,44.54625160000006,-93.57438879999997
2063,27143.0,Minnesota,Ridgeview Sibley Medical Center,Critical Access Hospital,601 W Chandler St,Arlington,MN,44.61050130000007,-94.08409679999994
2064,27145.0,Minnesota,St Cloud Hospital,Short Term Acute Care Hospital,1406 6th Ave N,Saint Cloud,MN,45.57535910000007,-94.16920469999997
2065,27145.0,Minnesota,St Cloud VA Health Care System,VA Hospital,4801 Veterans Dr,Saint Cloud,MN,45.56760090000006,-94.217306
2066,27145.0,Minnesota,CentraCare - Sauk Centre,Critical Access Hospital,425 Elm St N,Sauk Centre,MN,45.745866600000056,-94.9557319
2067,27145.0,Minnesota,CentraCare - Melrose,Critical Access Hospital,525 Main St W,Melrose,MN,45.67520020000006,-94.8233206
2068,27145.0,Minnesota,CentraCare - Paynesville,Critical Access Hospital,200 W 1st St,Paynesville,MN,45.37392490000008,-94.7158735
2069,27147.0,Minnesota,Owatonna Hospital,Short Term Acute Care Hospital,2250 Nw 26th St,Owatonna,MN,44.1121,-93.2507
2070,27149.0,Minnesota,Stevens Community Medical Center - Morris,Critical Access Hospital,400 E 1st St,Morris,MN,45.58507350000008,-95.904878
2071,27151.0,Minnesota,Swift County Benson Hospital,Critical Access Hospital,1815 Wisconsin Ave,Benson,MN,45.314508200000034,-95.60832519999995
2072,27153.0,Minnesota,Lakewood Health System,Critical Access Hospital,49725 County 83,Staples,MN,46.35172420000004,-94.75156249999998
2073,27153.0,Minnesota,CentraCare - Long Prairie,Critical Access Hospital,50 Centracare Dr,Long Prairie,MN,45.97375360000007,-94.84847469999994
2074,27155.0,Minnesota,Sanford Wheaton Medical Center,Critical Access Hospital,401 12th St N,Wheaton,MN,45.80868190000007,-96.5011449
2075,27049.0,Minnesota,Mayo Clinic Hospital - Lake City,Critical Access Hospital,500 W Grant St,Lake City,MN,44.4583,-92.2845
2076,27157.0,Minnesota,Gundersen St Elizabeths Hospital (FKA Saint Elizabeths Medical Center),Critical Access Hospital,1200 Grant Blvd W,Wabasha,MN,44.3883,-92.0484
2077,27159.0,Minnesota,Tri-County Health Care,Critical Access Hospital,415 Jefferson St N,Wadena,MN,46.44684190000004,-95.133226
2078,27161.0,Minnesota,Mayo Clinic Hospital - Waseca,Critical Access Hospital,501 State St N,Waseca,MN,44.08166460000007,-93.50840029999996
2079,27163.0,Minnesota,M Health Fairview Woodwinds Hospital (FKA HealthEast - Woodwinds Health Campus),Short Term Acute Care Hospital,1925 Woodwinds Dr,Woodbury,MN,44.92198430000008,-92.97643829999998
2080,27163.0,Minnesota,Lakeview Hospital,Short Term Acute Care Hospital,927 Churchill St W,Stillwater,MN,45.04752880000007,-92.81755689999994
2081,27165.0,Minnesota,Mayo Clinic Hospital - St James,Critical Access Hospital,1101 Moulton And Parsons Dr,Saint James,MN,43.96997860000005,-94.6226807
2082,27165.0,Minnesota,Madelia Community Hospital,Critical Access Hospital,121 Drew Ave Se,Madelia,MN,44.04962110000008,-94.40951069999994
2083,27167.0,Minnesota,CHI St Francis Hospital (AKA CHI St Francis Health),Critical Access Hospital,2400 St Francis Dr,Breckenridge,MN,46.2914,-96.5884
2084,27169.0,Minnesota,Winona Health Services Hospital,Short Term Acute Care Hospital,855 Mankato Ave,Winona,MN,44.034532,-91.622968
2085,27171.0,Minnesota,Buffalo Hospital,Short Term Acute Care Hospital,303 Catlin St,Buffalo,MN,45.19450290000003,-93.87095639999995
2086,27171.0,Minnesota,CentraCare - Monticello,Critical Access Hospital,1013 Hart Blvd,Monticello,MN,45.30062650000008,-93.77859889999996
2087,27173.0,Minnesota,Avera Granite Falls Health Center (FKA Granite Falls Health),Critical Access Hospital,345 10th Ave,Granite Falls,MN,44.80856240000003,-95.54325689999996
2088,27173.0,Minnesota,Sanford Canby Medical Center,Critical Access Hospital,112 Saint Olaf Ave S,Canby,MN,44.70777840000005,-96.27888219999994
2089,28001.0,Mississippi,Merit Health Natchez (FKA Natchez Regional Medical Center),Short Term Acute Care Hospital,54 Sergeant Prentiss Dr,Natchez,MS,31.52783350000004,-91.39137929999998
2090,28003.0,Mississippi,Magnolia Regional Health Center,Short Term Acute Care Hospital,611 Alcorn Dr,Corinth,MS,34.93557560000005,-88.56013169999994
2091,28007.0,Mississippi,Baptist Memorial Hospital - Attala (FKA Montfort Jones Memorial Hospital),Critical Access Hospital,220 Highway 12 W,Kosciusko,MS,33.06566850000007,-89.59839819999996
2092,28011.0,Mississippi,Bolivar Medical Center,Short Term Acute Care Hospital,901 Hwy 8 East,Cleveland,MS,33.79597,-90.809246
2093,28017.0,Mississippi,Trace Regional Hospital,Short Term Acute Care Hospital,1002 E Madison St,Houston,MS,33.89419280000004,-88.98536609999996
2094,28021.0,Mississippi,Claiborne County Medical Center (FKA Patients Choice Medical Center of Claiborne County),Critical Access Hospital,123 Mccomb Ave,Port Gibson,MS,31.9462,-90.9843
2095,28023.0,Mississippi,H C Watkins Memorial Hospital,Critical Access Hospital,605 S Archusa Ave,Quitman,MS,32.0363,-88.728
2096,28025.0,Mississippi,North Mississippi Medical Center - West Point,Short Term Acute Care Hospital,150 Medical Center Dr,West Point,MS,33.6201,-88.6612
2097,28027.0,Mississippi,Delta Health-Northwest Regional (FKA Northwest Mississippi Medical Center),Short Term Acute Care Hospital,1970 Hospital Dr,Clarksdale,MS,34.197105,-90.551815
2098,28031.0,Mississippi,Covington County Hospital,Critical Access Hospital,701 S Holly Ave,Collins,MS,31.6382,-89.5544
2099,28033.0,Mississippi,Baptist Memorial Hospital - Desoto,Short Term Acute Care Hospital,7601 Southcrest Pkwy,Southaven,MS,34.971336,-89.997632
2100,28035.0,Mississippi,Forrest General Hospital,Short Term Acute Care Hospital,6051 US Highway 49,Hattiesburg,MS,31.318578400000035,-89.32952639999996
2101,28073.0,Mississippi,Merit Health Wesley (FKA Wesley Medical Center),Short Term Acute Care Hospital,5001 Hardy St,Hattiesburg,MS,31.32573,-89.366704
2102,28039.0,Mississippi,George Regional Hospital,Short Term Acute Care Hospital,859 Winter St,Lucedale,MS,30.921919900000034,-88.59378479999998
2103,28043.0,Mississippi,UMMC Grenada (FKA Grenada Lake Medical Center),Short Term Acute Care Hospital,960 Avent Dr,Grenada,MS,33.763617,-89.818087
2104,28045.0,Mississippi,Ochsner Medical Center - Hancock (FKA Hancock Medical Center),Short Term Acute Care Hospital,149 Drinkwater Rd,Bay St Louis,MS,30.31722910000008,-89.35472809999999
2105,28047.0,Mississippi,Gulf Coast Veterans Health Care System (AKA Biloxi VA Medical Center),VA Hospital,400 Veterans Ave,Biloxi,MS,30.41485940000007,-88.94502839999996
2106,28047.0,Mississippi,Singing River Gulfport (FKA Garden Park Medical Center),Short Term Acute Care Hospital,15200 Community Rd,Gulfport,MS,30.44405820000003,-89.09326309999994
2107,28047.0,Mississippi,Memorial Hospital at Gulfport,Short Term Acute Care Hospital,4500 13th St,Gulfport,MS,30.3667,-89.1153
2108,28047.0,Mississippi,Merit Health Biloxi (FKA Biloxi Regional Medical Center),Short Term Acute Care Hospital,150 Reynoir St,Biloxi,MS,30.39586490000005,-88.88965229999997
2109,28049.0,Mississippi,University Hospital (FKA the University of Mississippi Medical Center),Short Term Acute Care Hospital,2500 N State St,Jackson,MS,32.33448660000005,-90.16901369999994
2110,28049.0,Mississippi,Mississippi Baptist Medical Center (FKA Mississippi Hospital for Restorative Care),Short Term Acute Care Hospital,1225 N State St,Jackson,MS,32.315053600000056,-90.1794976
2111,28049.0,Mississippi,GV Sonny Montgomery VA Medical Center,VA Hospital,1500 E Woodrow Wilson Dr,Jackson,MS,32.32782430000003,-90.16749529999998
2112,28049.0,Mississippi,Mississippi Methodist Rehabilitation Center,Short Term Acute Care Hospital,1350 E Woodrow Wilson Ave,Jackson,MS,32.328261300000065,-90.17181279999994
2113,28121.0,Mississippi,Merit Health Womans Hospital (FKA Womans Hospital at River Oaks),Short Term Acute Care Hospital,1026 N Flowood Dr,Flowood,MS,32.329541,-90.10124989999996
2114,28049.0,Mississippi,St Dominic Hospital (AKA St Dominic Jackson Memorial Hospital),Short Term Acute Care Hospital,969 Lakeland Dr,Jackson,MS,32.33217980000006,-90.16482169999996
2115,28049.0,Mississippi,Merit Health Central (FKA Central Mississippi Medical Center),Short Term Acute Care Hospital,1850 Chadwick Dr,Jackson,MS,32.28764010000003,-90.25452309999996
2116,28051.0,Mississippi,UMMC Holmes County,Critical Access Hospital,239 Bowling Green Rd,Lexington,MS,33.1217,-90.0128
2117,28059.0,Mississippi,Pascagoula Hospital (FKA Singing River Hospital),Short Term Acute Care Hospital,2809 Denny Ave,Pascagoula,MS,30.374385500000077,-88.53291269999994
2118,28061.0,Mississippi,Jasper General Hospital,Short Term Acute Care Hospital,15 S Sixth St,Bay Springs,MS,31.97700360000005,-89.291182
2119,28063.0,Mississippi,Jefferson County Hospital,Short Term Acute Care Hospital,870 Main St,Fayette,MS,31.70484250000004,-91.06853449999994
2120,28065.0,Mississippi,Jefferson Davis Community Hospital,Critical Access Hospital,1102 Rose St,Prentiss,MS,31.5941,-89.8726
2121,28067.0,Mississippi,South Central Regional Medical Center,Short Term Acute Care Hospital,1220 Jefferson St,Laurel,MS,31.68502550000005,-89.14074649999998
2122,28071.0,Mississippi,Baptist Memorial Hospital - North Mississippi,Short Term Acute Care Hospital,1100 Belk Blvd,Oxford,MS,34.347455600000046,-89.53101009999995
2123,28075.0,Mississippi,Rush Foundation Hospital,Short Term Acute Care Hospital,1314 19th Ave,Meridian,MS,32.370512200000064,-88.69754559999996
2124,28075.0,Mississippi,Anderson Regional Medical Center - South (FKA Riley Hospital),Short Term Acute Care Hospital,1102 Constitution Ave,Meridian,MS,32.367520400000046,-88.69896979999999
2125,28075.0,Mississippi,Alliance Health Center,Short Term Acute Care Hospital,5000 Highway 39 N,Meridian,MS,32.4096,-88.6778
2126,28077.0,Mississippi,Lawrence County Hospital,Critical Access Hospital,1065 E Broad St,Monticello,MS,31.554346,-90.099509
2127,28081.0,Mississippi,North Mississippi Medical Center - Tupelo,Short Term Acute Care Hospital,830 S Gloster St,Tupelo,MS,34.242066,-88.71601219999997
2128,28083.0,Mississippi,Greenwood Leflore Hospital,Short Term Acute Care Hospital,1401 River Rd,Greenwood,MS,33.517788600000074,-90.19982119999996
2129,28085.0,Mississippi,Kings Daughters Medical Center,Short Term Acute Care Hospital,427 Highway 51 N,Brookhaven,MS,31.58920130000007,-90.45803919999996
2130,28087.0,Mississippi,Baptist Memorial Hospital - Golden Triangle,Short Term Acute Care Hospital,2520 5th St N,Columbus,MS,33.52568250000007,-88.42742429999998
2131,28089.0,Mississippi,Merit Health Madison,Short Term Acute Care Hospital,161 River Oaks Dr,Canton,MS,32.581413300000065,-90.08316149999996
2132,28091.0,Mississippi,Marion General Hospital,Short Term Acute Care Hospital,1560 Sumrall Rd,Columbia,MS,31.25594,-89.805606
2133,28093.0,Mississippi,Alliance Hospital (AKA Alliance HealthCare System),Short Term Acute Care Hospital,1430 Highway 4 E,Holly Springs,MS,34.787199,-89.417066
2134,28095.0,Mississippi,North Mississippi Medical Center - Gilmore-Amory,Short Term Acute Care Hospital,1105 Earl Frye Blvd,Amory,MS,33.9746,-88.4768
2135,28097.0,Mississippi,Tyler Holmes Memorial Hospital,Critical Access Hospital,409 Tyler Holmes Dr,Winona,MS,33.4899,-89.7377
2136,28099.0,Mississippi,Choctaw Health Center,Short Term Acute Care Hospital,210 Hospital Cir,Choctaw,MS,32.78271865800008,-89.22966003399995
2137,28099.0,Mississippi,Neshoba County General Hospital,Short Term Acute Care Hospital,1001 Holland Ave,Philadelphia,MS,32.75704620000005,-89.10648659999998
2138,28105.0,Mississippi,OCH Regional Medical Center,Short Term Acute Care Hospital,400 Hospital Rd,Starkville,MS,33.47580060000007,-88.82057859999998
2139,28107.0,Mississippi,Panola Medical Center (FKA Merit Health - Batesville),Short Term Acute Care Hospital,303 Medical Center Dr,Batesville,MS,34.30464690000008,-89.91678019999995
2140,28109.0,Mississippi,Highland Community Hospital,Short Term Acute Care Hospital,130 Highland Pkwy,Picayune,MS,30.55233150000004,-89.66478679999994
2141,28109.0,Mississippi,Pearl River County Hospital (AKA Pearl River County Hospital and Nursing Home),Critical Access Hospital,305 W Moody St,Poplarville,MS,30.85628930000007,-89.54236179999998
2142,28113.0,Mississippi,Beacham Memorial Hospital,Short Term Acute Care Hospital,205 N Cherry St,Magnolia,MS,31.145970400000067,-90.45945089999998
2143,28113.0,Mississippi,Southwest Mississippi Regional Medical Center,Short Term Acute Care Hospital,215 Marion Ave,McComb,MS,31.251017400000023,-90.4744002
2144,28115.0,Mississippi,North Mississippi Medical Center - Pontotoc,Critical Access Hospital,176 S Main St,Pontotoc,MS,34.242475900000045,-88.99572289999998
2145,28117.0,Mississippi,Baptist Memorial Hospital - Booneville,Short Term Acute Care Hospital,100 Hospital St,Booneville,MS,34.657887800000026,-88.56568829999998
2146,28121.0,Mississippi,Merit Health Rankin (FKA Crossgates River Oaks Hospital),Short Term Acute Care Hospital,350 Crossgates Blvd,Brandon,MS,32.286473,-90.03484069999996
2147,28121.0,Mississippi,Whitfield Medical Surgical Hospital,Short Term Acute Care Hospital,3550 Highway 468 W,Whitfield,MS,32.2355,-90.0719
2148,28123.0,Mississippi,Lackey Memorial Hospital,Critical Access Hospital,330 N Broad St,Forest,MS,32.365922,-89.47019289999997
2149,28121.0,Mississippi,Scott Regional Hospital (AKA Scott Regional Medical Center),Critical Access Hospital,317 Highway 13 S,Morton,MS,32.377843,-89.7549
2150,28125.0,Mississippi,Sharkey Issaquena Community Hospital,Short Term Acute Care Hospital,47 S Fourth St,Rolling Fork,MS,32.904683,-90.884362
2151,28127.0,Mississippi,Simpson General Hospital,Critical Access Hospital,1842 Simpson Highway 149,Mendenhall,MS,31.969099,-89.886392
2152,28127.0,Mississippi,Magee General Hospital,Short Term Acute Care Hospital,300 3rd Ave Se,Magee,MS,31.87110380000007,-89.72918589999995
2153,28131.0,Mississippi,Memorial Hospital at Stone County (FKA Stone County Hospital),Critical Access Hospital,1434 Central Ave E,Wiggins,MS,30.845549600000027,-89.11647139999997
2154,28133.0,Mississippi,North Sunflower Medical Center,Critical Access Hospital,840 N Oak Ave,Ruleville,MS,33.73419,-90.545497
2155,28133.0,Mississippi,South Sunflower County Hospital,Short Term Acute Care Hospital,121 E Baker St,Indianola,MS,33.4572,-90.6501
2156,28139.0,Mississippi,Tippah County Hospital,Critical Access Hospital,1005 City Ave N,Ripley,MS,34.73953970000008,-88.95055429999996
2157,28141.0,Mississippi,North Mississippi Medical Center - Iuka,Short Term Acute Care Hospital,1777 Curtis Dr,Iuka,MS,34.80200570000005,-88.20847379999998
2158,28145.0,Mississippi,Baptist Memorial Hospital - Union County,Short Term Acute Care Hospital,200 State Highway 30 W,New Albany,MS,34.497514900000056,-89.02769859999995
2159,28101.0,Mississippi,Laird Hospital,Critical Access Hospital,25117 Highway 15,Union,MS,32.57545030000006,-89.10358019999995
2160,28147.0,Mississippi,Walthall General Hospital,Critical Access Hospital,100 Hospital Dr,Tylertown,MS,31.120222,-90.156964
2161,28149.0,Mississippi,Merit Health River Region (FKA River Region Health System),Short Term Acute Care Hospital,2100 Highway 61 N,Vicksburg,MS,32.374417,-90.824874
2162,28151.0,Mississippi,Delta Regional Medical Center - Main Campus,Short Term Acute Care Hospital,1400 E Union St,Greenville,MS,33.410986,-91.034791
2163,28153.0,Mississippi,Wayne General Hospital,Short Term Acute Care Hospital,950 Matthew Dr,Waynesboro,MS,31.673379500000067,-88.63437469999997
2164,28155.0,Mississippi,North Mississippi Medical Center - Eupora,Short Term Acute Care Hospital,70 Medical Plz,Eupora,MS,33.53416940000005,-89.26526269999994
2165,28005.0,Mississippi,Field Health System (FKA Field Memorial Community Hospital),Critical Access Hospital,178 Highway 24 E,Centreville,MS,31.082066,-91.058839
2166,28159.0,Mississippi,Winston Medical Center,Short Term Acute Care Hospital,17550 E Main St,Louisville,MS,33.124245,-89.03670289999997
2167,28161.0,Mississippi,Yalobusha General Hospital,Short Term Acute Care Hospital,630 S Main St,Water Valley,MS,34.131415600000025,-89.64227969999996
2168,29001.0,Missouri,Northeast Regional Medical Center,Short Term Acute Care Hospital,315 S Osteopathy Ave,Kirksville,MO,40.19273780000003,-92.59017209999996
2169,29005.0,Missouri,Community Hospital Fairfax,Critical Access Hospital,26136 Us Highway 59,Fairfax,MO,40.34602280000007,-95.3971
2170,29007.0,Missouri,Audrain Community Hospital (FKA SSM Health St Marys Hospital - Audrain),Short Term Acute Care Hospital,620 E Monroe St,Mexico,MO,39.17253820000008,-91.87749639999998
2171,29009.0,Missouri,Mercy Hospital Cassville (FKA St Johns Cassville),Critical Access Hospital,94 Main St,Cassville,MO,36.674653,-93.87223259999996
2172,29009.0,Missouri,Cox Monett Hospital,Critical Access Hospital,1000 E Highway 60,Monett,MO,36.921015,-93.917123
2173,29011.0,Missouri,Cox Barton County Hospital (FKA Barton County Memorial Hospital),Critical Access Hospital,29 Nw 1st Ln,Lamar,MO,37.5023,-94.2999
2174,29013.0,Missouri,Bates County Memorial Hospital,Short Term Acute Care Hospital,615 W Nursery St,Butler,MO,38.2495,-94.3407
2175,29019.0,Missouri,Boone Hospital Center,Short Term Acute Care Hospital,1600 E Broadway,Columbia,MO,38.94903,-92.315626
2176,29019.0,Missouri,Landmark Hospital of Columbia,Rehabilitation Hospital,604 Old Highway 63 N,Columbia,MO,38.95810820000003,-92.3113019
2177,29021.0,Missouri,Mosaic Life Care at St Joseph - Medical Center,Short Term Acute Care Hospital,5325 Faraon St,Saint Joseph,MO,39.77321770000003,-94.77101789999996
2178,29023.0,Missouri,John J Pershing VA Medical Center (FKA Poplar Bluff VA Medical Center),VA Hospital,1500 N Westwood Blvd,Poplar Bluff,MO,36.77172140000005,-90.41749749999995
2179,29023.0,Missouri,Poplar Bluff Regional Medical Center - Oak Grove,Short Term Acute Care Hospital,3100 Oak Grove Rd,Poplar Bluff,MO,36.78701890000008,-90.4433092
2180,29027.0,Missouri,Callaway Community Hospital (FKA Fulton Medical Center),Short Term Acute Care Hospital,10 S Hospital Dr,Fulton,MO,38.8424,-91.9645
2181,29029.0,Missouri,Lake Regional Health System,Short Term Acute Care Hospital,54 Hospital Dr,Osage Beach,MO,38.12067050000008,-92.683012
2182,29031.0,Missouri,Southeast Hospital,Short Term Acute Care Hospital,1701 Lacey St,Cape Girardeau,MO,37.31085140000005,-89.53959069999996
2183,29031.0,Missouri,Saint Francis Medical Center (AKA Saint Francis Healthcare System),Short Term Acute Care Hospital,211 Saint Francis Dr,Cape Girardeau,MO,37.303407,-89.57129709999998
2184,29033.0,Missouri,Carroll County Memorial Hospital,Critical Access Hospital,1502 N Jefferson St,Carrollton,MO,39.3756,-93.4942
2185,29037.0,Missouri,Cass Regional Medical Center,Critical Access Hospital,2800 E Rock Haven Rd,Harrisonville,MO,38.66508570000008,-94.37740769999994
2186,29037.0,Missouri,Belton Regional Medical Center (FKA Research Belton Hospital),Short Term Acute Care Hospital,17065 S 71 Hwy,Belton,MO,38.814,-94.5044
2187,29047.0,Missouri,North Kansas City Hospital,Short Term Acute Care Hospital,2800 Clay Edwards Dr,North Kansas City,MO,39.14954040000004,-94.551452
2188,29047.0,Missouri,Liberty Hospital,Short Term Acute Care Hospital,2525 Glenn Hendren Dr,Liberty,MO,39.27474710000007,-94.42438949999996
2189,29049.0,Missouri,Cameron Regional Medical Center,Short Term Acute Care Hospital,1600 E Evergreen St,Cameron,MO,39.73044586200007,-94.218040466
2190,29051.0,Missouri,Capital Region Medical Center,Short Term Acute Care Hospital,1125 Madison St,Jefferson City,MO,38.565683500000034,-92.18171739999995
2191,29051.0,Missouri,SSM Health St Marys Hospital - Jefferson City,Short Term Acute Care Hospital,2505 Mission Dr,Jefferson City,MO,38.559979,-92.221905
2192,29065.0,Missouri,Salem Memorial District Hospital,Critical Access Hospital,35629 Highway 72,Salem,MO,37.6604,-91.5692
