EFX_ID|EFX_NAME|EFX_LEGAL_NAME|EFX_ADDRESS|EFX_CITY|EFX_STATE|EFX_STATEC|EFX_ZIPCODE|EFX_ZIP4|EFX_LAT|EFX_LO-|EFX_GEOPREC|EFX_REGION|EFX_CTRYISOCD|EFX_CTRYNUM|EFX_CTRYNAME|EFX_COUNTYNM|EFX_COUNTY|EFX_CMSA|EFX_CMSADESC|EFX_SOHO|EFX_BIZ|EFX_RES|EFX_CMRA|EFX_CONGRESS|EFX_SECADR|EFX_SECCTY|EFX_SECSTAT|EFX_STATEC2|EFX_SECZIP|EFX_SECZIP4|EFX_SECLAT|EFX_SECLO-|EFX_SECGEOPREC|EFX_SECREGION|EFX_SECCTRYISOCD|EFX_SECCTRYNUM|EFX_SECCTRYNAME|EFX_CTRYTELCD|EFX_GENDER|EFX_ETHNICITY|EFX_MBE|EFX_WBE|EFX_VET|EFX_BUSSIZE|EFX_GOV|EFX_FGOV|EFX_NONPROFIT|EFX_EDU|EFX_BUSSTAT|EFX_BUSSTATCD|EFX_WEB|EFX_YREST|EFX_CORPEMPCNT|EFX_LOCEMPCNT|EFX_CORPEMPCD|EFX_LOCEMPCD|EFX_CORPAMOUNT|EFX_CORPAMOUNTCD|EFX_CORPAMOUNTTP|EFX_CORPAMOUNTPREC|EFX_LOCAMOUNT|EFX_LOCAMOUNTCD|EFX_LOCAMOUNTTP|EFX_LOCAMOUNTPREC|EFX_PUBLIC|EFX_STKEXC|EFX_TCKSYM|EFX_PRIMSIC|EFX_SECSIC1|EFX_SECSIC2|EFX_SECSIC3|EFX_SECSIC4|EFX_PRIMSICDESC|EFX_SECSICDESC1|EFX_SECSICDESC2|EFX_SECSICDESC3|EFX_SECSICDESC4|EFX_PRIMNAICSCODE|EFX_SECNAICS1|EFX_SECNAICS2|EFX_SECNAICS3|EFX_SECNAICS4|EFX_PRIMNAICSDESC|EFX_SECNAICSDESC1|EFX_SECNAICSDESC2|EFX_SECNAICSDESC3|EFX_SECNAICSDESC4|EFX_LEGSUBNUMALL|EFX_LEGSUBNAMEALL|EFX_LEGSUBADDRESSALL|EFX_LEGSUBCITYALL|EFX_LEGSUBSTATEALL|EFX_LEGSUBZIPCODEALL|EFX_LEGSUBZIP4ALL|EFX_LEGSUBCOUNTYALL|EFX_LEGSUBCTRYISOCDALL|EFX_LEGSUBCTRYNUMALL|EFX_LEGSUBCTRYNAMEALL|EFX_LEGDOMULTNUMALL|EFX_LEGDOMULTNAMEALL|EFX_LEGDOMULTADDRESSALL|EFX_LEGDOMULTCITYALL|EFX_LEGDOMULTSTATEALL|EFX_LEGDOMULTZIPCODEALL|EFX_LEGDOMULTZIP4ALL|EFX_LEGDOMULTCOUNTYALL|EFX_LEGDOMULTCTRYISOCDALL|EFX_LEGDOMULTCTRYNUMALL|EFX_LEGDOMULTCTRYNAMEALL|EFX_LEGULTNUMALL|EFX_LEGULTNAMEALL|EFX_LEGULTADDRESSALL|EFX_LEGULTCITYALL|EFX_LEGULTSTATEALL|EFX_LEGULTZIPCODEALL|EFX_LEGULTZIP4ALL|EFX_LEGULTCOUNTYALL|EFX_LEGULTCTRYISOCDALL|EFX_LEGULTCTRYNUMALL|EFX_LEGULTCTRYNAMEALL|EFX_LEGULTPARENTIND|EFX_LEGPARENTIND|EFX_LEGLINKEDIND|EFX_AFFLULTNUMALL|EFX_AFFLULTNAMEALL|EFX_AFFLULTADDRESSALL|EFX_AFFLULTCITYALL|EFX_AFFLULTSTATEALL|EFX_AFFLULTZIPCODEALL|EFX_AFFLULTZIP4ALL|EFX_AFFULTCOUNTYALL|EFX_AFFLULTCTRYISOCDALL|EFX_AFFLULTCTRYNUMALL|EFX_AFFLULTCTRYNAMEALL|EFX_AFFLLINKEDIND|EFX_FRANCHISE|EFX_AFFLULTPARENTIND|EFX_AFFLPARENTIND|EFX_FOREIGN|EFX_FAILRATE|EFX_FAILLEVEL|EFX_FAILREASON1|EFX_FAILREASON2|EFX_FAILREASON3|EFX_FAILREASON4|EFX_CREDITSCORE|EFX_CREDITCLASS|EFX_CREDITPERC|EFX_CREDITREASON1|EFX_CREDITREASON2|EFX_CREDITREASON3|EFX_CREDITREASON4|EFX_BANKRUPTCY|EFX_DEAD|EFX_DEADDT|EFX_MRKT_TELEVER|EFX_MRKT_TELESCORE|EFX_MRKT_TOTALSCORE|EFX_MRKT_TOTALIND|EFX_MRKT_VACANT|EFX_MRKT_SEASONAL|EFX_EXTRACT_DATE
1366|EBAMN KNNTA||381 OAIEEG RD |AMHERST|MA|25|1111|1371|41.371817|-71.515613|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||||||www.abc.ebamnknnta.com|1998|2|2|A|A|175|A|Corporate Sales|MDL|295|A|Location Sales|MDL||||8111|||||LEGAL SERVICES|||||541110|||||Offices of Lawyers|||||1366|EBAMN KNNTA|381 DOAIEEG RD|GWM|MA|1111|1371|15|USA|840|United States of America|1366|EBAMN KNNTA|381 DOAIEEG RD|GWM|MA|1111|1371|15|USA|840|United States of America|1366|EBAMN KNNTA|381 DOAIEEG RD|GWM|MA|1111|1371|15|USA|840|United States of America||||1366|EBAMN KNNTA|381 DOWNAIEEG RD|GWM|MA|1111|1371|15|USA|840|United States of America||||||1|1|||||504|2|72|C0066|C1209|C1206|C1324||||Y|4|4|M|||6/21/2021
1368|EXNA TANQU AE. NNG||74 EY RD |AMHERST|MA|25|1111|1118|41.3773|-71.514754|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA|||Y||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S||||Y|||www.abc.exnatanquae.nng.com|1987|69|30|E|D|144|A|Corporate Sales|MDL|144|A|Location Sales|MDL||||8211|8041||||ELEMENTARY AND SECONDARY SCHOOLS|OFFICES AND CLINICS OF CHIROPRACTORS||||611110|||||Elementary and Secondary Schools|||||1368|EXNDA TDANQU DDAE. NNG|74 EDDY RD|GWM|MA|1111|1118|15|USA|840|United States of America|1368|EXNDA TDANQU DDAE. NNG|74 EDDY RD|GWM|MA|1111|1118|15|USA|840|United States of America|1368|EXNDA TDANQU DDAE. NNG|74 EDDY RD|GWM|MA|1111|1118|15|USA|840|United States of America||||1368|EXNDA TDANQU DDAE. NNG|74 EDDY RD|GWM|MA|1111|1118|15|USA|840|United States of America||||||1|1|||||471|3|43|||||||| |1|1|A|||6/21/2021
1369|MAIN MNTA AE|MAIN MNTA AE,LL|17 IMAY EN |AMHERST|MA|25|1111|1715|41.337711|-71.518118|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||Y|Y|Corporation|4|www.abc.maettmntaae.com|1978|28|20|D|D|577|B|Corporate Sales|MDL|597|B|Location Sales|MDL||||8211|8399|8299|8351||ELEMENTARY AND SECONDARY SCHOOLS|SOCIAL SERVICES, NEC|SCHOOLS AND EDUCATIONAL SERVICES, NEC|CHILD DAY CARE SERVICES||611110|811490|624410|||Elementary and Secondary Schools|Other Personal and Household Goods Repair and Maintenance|Child Day Care Services|||1367|MAETT MNTDDA DDAE|17 IMAY EN|GWM|MA|1111|1715|15|USA|840|United States of America|1367|MAETT MNTDDA DDAE|17 IMAY EN|GWM|MA|1111|1715|15|USA|840|United States of America|1367|MAETT MNTDDA DDAE|17 IMAY EN|GWM|MA|1111|1715|15|USA|840|United States of America||||1367|MAETT MNTDDA DDAE|17 IMAY EN|GWM|MA|1111|1715|15|USA|840|United States of America||||||4|1|C0022||||435|3|33|C0066|H0677|C0392|H0838||||Y|5|5|M|||6/21/2021
1374|AKA FAM EMNTAY AE||181 WST |AMHERST|MA|25|1111|1776|41.346561|-71.511118|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S||||Y|||www.abc.akafamemntayae.com|1995|117|65|F|E|7411|E|Corporate Sales|MDL|7420|E|Location Sales|MDL||||8211|8351|8200|||ELEMENTARY AND SECONDARY SCHOOLS|CHILD DAY CARE SERVICES|EDUCATIONAL SERVICES|||611110|624410||||Elementary and Secondary Schools|Child Day Care Services||||1374|DADKA FAM EMNTAY DDAE|181 WDT RD|GWM|MA|1111|1761|15|USA|840|United States of America|1374|DADKA FAM EMNTAY DDAE|181 WDT RD|GWM|MA|1111|1761|15|USA|840|United States of America|1374|DADKA FAM EMNTAY DDAE|181 WDT RD|GWM|MA|1111|1761|15|USA|840|United States of America||||1374|DADKA FAM EMNTAY DDAE|181 WDT RD|GWM|MA|1111|1761|15|USA|840|United States of America||||||4|1|C0022||||504|2|72|C0066|C1209|C1206|C1324||||Y|5|5|M|||6/21/2021
1375| MN AE|MN AE, LLC |511  IENST |AMHERST|MA|25|1111|1551|41.357741|-71.511773|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA|||||2|PO BOX 2247|AMHERST|MA|25|1114|1148|41.376354|-71.531477|5||USA|840|United States of America|1|Gender N/A|Ethnicity N/A||||X|||Y|Y|||www.abc.mnae.com|1967|30|28|D|D|1716|C|Corporate Sales|MDL|1726|C|Location Sales|MDL||||8211|8299|5099|8351||ELEMENTARY AND SECONDARY SCHOOLS|SCHOOLS AND EDUCATIONAL SERVICES, NEC|DURABLE GOODS, NEC|CHILD DAY CARE SERVICES||611110|611699|423990|624410||Elementary and Secondary Schools|All Other Miscellaneous Schools and Instruction|Other Miscellaneous Durable Goods Merchant Wholesalers|Child Day Care Services||1375| MN DDAE|511 D IEDNT RD|GWM|MA|1111|1551|15|USA|840|United States of America|1375| MN DDAE|511 D IEDNT RD|GWM|MA|1111|1551|15|USA|840|United States of America|1375| MN DDAE|511 D IEDNT RD|GWM|MA|1111|1551|15|USA|840|United States of America||||1375| MN DDAE|511 D IEDNT RD|GWM|MA|1111|1551|15|USA|840|United States of America||||||3|1|||||488|3|55|C0066|C0392|C1209|C1324||||Y|5|5|M|||6/21/2021
1376|MAK MW EM. AE|MAK MW CORPTA AE Y INCA, LLC|813 N IENST |AMHERST|MA|25|1111|4115|41.376731|-71.517541|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA|||Y||2|PO BOX 225|AMHERST|MA|25|1114||41.374518|-71.517173|5||USA|840|United States of America|1|Gender N/A|Ethnicity N/A||||S||||Y|Corporation|4|www.abc.makmwem.ae.com|1985|50|50|E|E|511|B|Corporate Sales|MDL|512|B|Location Sales|MDL||||8211|||||ELEMENTARY AND SECONDARY SCHOOLS|||||611110|||||Elementary and Secondary Schools|||||1376|MAKD MDW EM. DDAE|813 N IEDNT RD|GWM|MA|1111|4115|15|USA|840|United States of America|1376|MAKD MDW EM. DDAE|813 N IEDNT RD|GWM|MA|1111|4115|15|USA|840|United States of America|1376|MAKD MDW EM. DDAE|813 N IEDNT RD|GWM|MA|1111|4115|15|USA|840|United States of America||||1376|MAKD MDW EM. DDAE|813 N IEDNT RD|GWM|MA|1111|4115|15|USA|840|United States of America||||||5|2|C0022||||504|2|72|C0066|C1209|C1206|C1324|||| |1|1|A|||6/21/2021
1379|WEW FTA AE IAGAM|WEW CORPTA AE IAGAM, LLC|71 NG RD |AMHERST|MA|25|1111|1881|41.388177|-71.513747|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||Y|Y|Corporation|4|www.abc.wewftaaeiagam.com|1984|14|5|C|B|13718|F|Corporate Sales|MDL|13928|F|Location Sales|MDL||||8211|8351|8399|||ELEMENTARY AND SECONDARY SCHOOLS|CHILD DAY CARE SERVICES|SOCIAL SERVICES, NEC|||611110|624410|813319|||Elementary and Secondary Schools|Child Day Care Services|Other Social Advocacy Organizations|||1377|WEDWD FTA DDAE IAGAM|71 DNG RD|GWM|MA|1111|1874|15|USA|840|United States of America|1377|WEDWD FTA DDAE IAGAM|71 DNG RD|GWM|MA|1111|1874|15|USA|840|United States of America|1377|WEDWD FTA DDAE IAGAM|71 DNG RD|GWM|MA|1111|1874|15|USA|840|United States of America||||1377|WEDWD FTA DDAE IAGAM|71 DNG RD|GWM|MA|1111|1874|15|USA|840|United States of America||||||||||||397|4|24|||||||| |1|1|A|||6/21/2021
1381|MAIN AGA AE||11 MRDN RD |AMHERST|MA|25|1111|1117|41.378368|-71.513113|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S||||Y|||www.abc.maettagaae.com|1997|230|12|F|C|3111|D|Corporate Sales|MDL|3000|D|Location Sales|MDL||||8211|||||ELEMENTARY AND SECONDARY SCHOOLS|||||611110|||||Elementary and Secondary Schools|||||1381|MAETT AGA DDAE|11 MTN RD|GWM|MA|1111|1117|15|USA|840|United States of America|1381|MAETT AGA DDAE|11 MTN RD|GWM|MA|1111|1117|15|USA|840|United States of America|1381|MAETT AGA DDAE|11 MTN RD|GWM|MA|1111|1117|15|USA|840|United States of America||||1381|MAETT AGA DDAE|11 MTN RD|GWM|MA|1111|1117|15|USA|840|United States of America||||||4|1|C0022||||456|3|38|||||||| |1|1|A|||6/21/2021
1382|MAIN AE UIANTNNT||171 ARDNUST |AMHERST|MA|25|1111|1815|41.3834|-71.513641|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S||||Y|||www.abc.maettaeuiantnnt.com|1978|18|2|C|A|545|B|Corporate Sales|MDL|545|B|Location Sales|MDL||||8211|||||ELEMENTARY AND SECONDARY SCHOOLS|||||611110|||||Elementary and Secondary Schools|||||1381|MAETT DDAE DUIANTNDNT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America|1381|MAETT DDAE DUIANTNDNT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America|1381|MAETT DDAE DUIANTNDNT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America||||1381|MAETT DDAE DUIANTNDNT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America||||||||||||473|3|44|||||||| |1|1|A|||6/21/2021
1383|MAIN AGNE ME AE|MAINNIEAM AGNE AE T|171 ARDNUST RD 1|AMHERST|MA|25|1111|1878|41.383111|-71.511673|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||X||||Y|||www.abc.maettagnemeae.com|1980|350|12|G|C|37874|G|Corporate Sales|MDL|114|A|Location Sales|MDL||||8211|9199|8049|8399||ELEMENTARY AND SECONDARY SCHOOLS|GENERAL GOVERNMENT, NEC|OFFICES AND CLINICS OF HEALTH PRACTITIONERS, NEC|SOCIAL SERVICES, NEC||611110|813319||||Elementary and Secondary Schools|Other Social Advocacy Organizations||||46446176|MAETT IEAM AGNE DDAE DDDT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America|46446176|MAETT IEAM AGNE DDAE DDDT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America|46446176|MAETT IEAM AGNE DDAE DDDT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America|||Y|46446176|MAETT IEAM AGNE DDAE DDDT|171 DADTNUT RD|GWM|MA|1111|1815|15|USA|840|United States of America|Y|||||6|2|C5007||||461|3|39|C0066|H0677|H0838|C1209||||Y|4|4|M|||6/21/2021
1384|FV OAIEEGLLC|FV INCEEG LLC|77 IANG RD |AMHERST|MA|25|1111|1314|41.374577|-71.514777|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||Y|Y|Limited Liability Company (LLC)|6|www.abc.fvoaieegll.com|1965|34|16|D|C|1145|C|Corporate Sales|MDL|0|||||||8221|8299|6022|8211||COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS|SCHOOLS AND EDUCATIONAL SERVICES, NEC|STATE COMMERCIAL BANKS|ELEMENTARY AND SECONDARY SCHOOLS||611310|611699|611692|522190|611110|Colleges, Universities, and Professional Schools|All Other Miscellaneous Schools and Instruction|Automobile Driving Schools|Other Depository Credit Intermediation|Elementary and Secondary Schools|1384|FV DOAIEEGD LLD|77 DIANG RD|GWM|MA|1111|1314|15|USA|840|United States of America|1384|FV DOAIEEGD LLD|77 DIANG RD|GWM|MA|1111|1314|15|USA|840|United States of America|1384|FV DOAIEEGD LLD|77 DIANG RD|GWM|MA|1111|1314|15|USA|840|United States of America|Y|Y|Y|1384|FV DOAIEEGD LLD|77 DIANG RD|GWM|MA|1111|1314|15|USA|840|United States of America|Y||Y|Y||3|1|||||514|2|80|C0066|C1209|C1324|||||Y|5|5|M|||6/21/2021
1387|VAY WMN OAINTA UNVETTYINCM MA||111 RDKBAG WAY |AMHERST|MA|25|1113|7315|41.371171|-71.514673|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||Y||||www.abc.vaywmnoaintaunvettyfmma.com|2001|92|17|E|C|711|B|Corporate Sales|MDL|922|B|Location Sales|MDL||||8699|8221|8600|||MEMBERSHIP ORGANIZATIONS, NEC|COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS|MEMBERSHIP ORGANIZATIONS|||813990|611310||||Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)|Colleges, Universities, and Professional Schools||||1387|VAY WMND DOAINTA UNVETTY F MDD MA|111 RDDKBADG ET|GWM|MA|1113|7315|15|USA|840|United States of America|1387|VAY WMND DOAINTA UNVETTY F MDD MA|111 RDDKBADG ET|GWM|MA|1113|7315|15|USA|840|United States of America|1387|VAY WMND DOAINTA UNVETTY F MDD MA|111 RDDKBADG ET|GWM|MA|1113|7315|15|USA|840|United States of America||||1387|VAY WMND DOAINTA UNVETTY F MDD MA|111 RDDKBADG ET|GWM|MA|1113|7315|15|USA|840|United States of America||||||||||||||||||||||Y|5|5|M|||6/21/2021
1388|UM XTNN WTAN OAINTA||RDKBAG AEE |AMHERST|MA|25|1111||41.374811|-71.471161|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA|||||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||X|||Y||||www.abc.umxtnnwtanoainta.com|1999|1|1|A|A|1||||0|||||||8641|||||CIVIC, SOCIAL, AND FRATERNAL ASSOCIATIONS|||||813410|||||Civic and Social Organizations|||||1388|UMDD XTNDN WDTAN DOAINTA|DTDKBADG AEE|GWM|MA|1111|1116|15|USA|840|United States of America|1388|UMDD XTNDN WDTAN DOAINTA|DTDKBADG AEE|GWM|MA|1111|1116|15|USA|840|United States of America|1388|UMDD XTNDN WDTAN DOAINTA|DTDKBADG AEE|GWM|MA|1111|1116|15|USA|840|United States of America||||1388|UMDD XTNDN WDTAN DOAINTA|DTDKBADG AEE|GWM|MA|1111|1116|15|USA|840|United States of America|||||||||||||||||||||| |1|1|A|||6/21/2021
1389|AMIAA OAIEEG EBAAY N AAEINCJANN EBAAY OAINTA|TAUTINCAMIAA INCEEG,|873 WST |AMHERST|MA|25|1111|3357|41.331711|-71.51414|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2|PO BOX 5333|AMHERST|MA|25|1111||41.374711|-71.46117|5||USA|840|United States of America|1|Gender N/A|Ethnicity N/A||||X|||Y||||www.abc.amiaaoaieegebaaynaaefjannebaayoainta.com|2001|800|8|H|B|15|A|Corporate Sales|MDL|25|A|Location Sales|MDL||||5963|4832|5812|8299|6021|DIRECT SELLING ESTABLISHMENTS|RADIO BROADCASTING STATIONS|EATING AND DRINKING PLACES|SCHOOLS AND EDUCATIONAL SERVICES, NEC|NATIONAL COMMERCIAL BANKS|454390|611710|611110|611310|813319|Other Direct Selling Establishments|Educational Support Services|Elementary and Secondary Schools|Colleges, Universities, and Professional Schools|Other Social Advocacy Organizations|1387|AMIDAA DOAIEEG EBAAY N AAED F JANDN EBAAY DOAINTA|873 WDT RD|GWM|MA|1111|3371|15|USA|840|United States of America|1387|AMIDAA DOAIEEG EBAAY N AAED F JANDN EBAAY DOAINTA|873 WDT RD|GWM|MA|1111|3371|15|USA|840|United States of America|1387|AMIDAA DOAIEEG EBAAY N AAED F JANDN EBAAY DOAINTA|873 WDT RD|GWM|MA|1111|3371|15|USA|840|United States of America||||1387|AMIDAA DOAIEEG EBAAY N AAED F JANDN EBAAY DOAINTA|873 WDT RD|GWM|MA|1111|3371|15|USA|840|United States of America||||||6|2|C5007||||398|4|24|C1175|H0677|C1065|C0392||||Y|5|5|M|||6/21/2021
1391|IEAM IUBE EBAAY||1  VEEY WAY |PELHAM|MA|25|1111|7716|41.37846|-71.467113|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.ieamiubeebaay.com|2000|15|3|C|A|4|A|Corporate Sales|MDL|4|A|Location Sales|MDL||||8231|||||LIBRARIES|||||519120|||||Libraries and Archives|||||1371|IEAM IUBED EBAAY|1 D VEEY ET|GWM|MA|1111|7716|15|USA|840|United States of America|1371|IEAM IUBED EBAAY|1 D VEEY ET|GWM|MA|1111|7716|15|USA|840|United States of America|1371|IEAM IUBED EBAAY|1 D VEEY ET|GWM|MA|1111|7716|15|USA|840|United States of America||||1371|IEAM IUBED EBAAY|1 D VEEY ET|GWM|MA|1111|7716|15|USA|840|United States of America||||||||||||514|2|80|C0066|C1209|C1324|||||Y|5|5|M|||6/21/2021
1395|INA VEEY AVNG AE||156 N IENST RD 7|AMHERST|MA|25|1111|1174|41.377531|-71.511133|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2|PO BOX 2235|AMHERST|MA|25|1114|1115|41.367381|-71.534138|9||USA|840|United States of America|1|F|Ethnicity N/A||Y||S|||||Individual/Sole Proprietor|1|www.abc.inaveeyavngae.com|1998|5|5|B|B|116|A|Corporate Sales|MDL|226|A|Location Sales|MDL||||8299|8200|1791|||SCHOOLS AND EDUCATIONAL SERVICES, NEC|EDUCATIONAL SERVICES|STRUCTURAL STEEL ERECTION|||611692|238310||||Automobile Driving Schools|Drywall and Insulation Contractors||||1375|INA VEEY DAVNG DDAE|156 N IEDNT RD RD 7|GWM|MA|1111|1717|15|USA|840|United States of America|1375|INA VEEY DAVNG DDAE|156 N IEDNT RD RD 7|GWM|MA|1111|1717|15|USA|840|United States of America|1375|INA VEEY DAVNG DDAE|156 N IEDNT RD RD 7|GWM|MA|1111|1717|15|USA|840|United States of America||||1375|INA VEEY DAVNG DDAE|156 N IEDNT RD RD 7|GWM|MA|1111|1717|15|USA|840|United States of America||||||1|1|||||425|3|31|G4000|C0066|C0392|C1206||||Y|5|5|M|||6/21/2021
1397|NNVALLC|NNVA, LLC|115 ME RD |HADLEY|MA|25|1135|7711|41.33771|-71.587147|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.nnvall.com|2013|18|8|C|B|1147|C|Corporate Sales|MDL|2047|C|Location Sales|MDL||||8742|8299|8741|5122||MANAGEMENT CONSULTING SERVICES|SCHOOLS AND EDUCATIONAL SERVICES, NEC|MANAGEMENT SERVICES|DRUGS, DRUG PROPRIETARIES, AND DRUGGISTS SUNDRIES||561110|541611|611699|611430||Office Administrative Services|Administrative Management and General Management Consulting Services|All Other Miscellaneous Schools and Instruction|Professional and Management Development Training||1377|NNVA LLD|115 MDDE RD|GWM|MA|1135|7711|15|USA|840|United States of America|1377|NNVA LLD|115 MDDE RD|GWM|MA|1135|7711|15|USA|840|United States of America|1377|NNVA LLD|115 MDDE RD|GWM|MA|1135|7711|15|USA|840|United States of America||||1377|NNVA LLD|115 MDDE RD|GWM|MA|1135|7711|15|USA|840|United States of America||||||||||||456|3|38||||||||Y|5|5|M|||6/21/2021
1398|OAINTA FA A ATUAE TUY|OAINTA CORPA ANATUAE TUY, LLC, |446 MAIN RD |AMHERST|MA|25|1111|1314|41.375771|-71.511118|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||Corporation|4|www.abc.oaintafaaatuaetuy.com|1987|12|9|C|B|563|B|Corporate Sales|MDL|563|B|Location Sales|MDL||||8299|8200||||SCHOOLS AND EDUCATIONAL SERVICES, NEC|EDUCATIONAL SERVICES||||611630|611699||||Language Schools|All Other Miscellaneous Schools and Instruction||||1378|DOAINTA FA DADD DATUAE DTUDY|446 MAIN RD|GWM|MA|1111|1314|15|USA|840|United States of America|1378|DOAINTA FA DADD DATUAE DTUDY|446 MAIN RD|GWM|MA|1111|1314|15|USA|840|United States of America|1378|DOAINTA FA DADD DATUAE DTUDY|446 MAIN RD|GWM|MA|1111|1314|15|USA|840|United States of America||||1378|DOAINTA FA DADD DATUAE DTUDY|446 MAIN RD|GWM|MA|1111|1314|15|USA|840|United States of America||||||2|1|||||478|3|45|C0066|C0392|C1209|C1206||||Y|5|5|M|||6/21/2021
1400|MAIN A BAN MU AE||417 MAIN RD BMRD 17|AMHERST|MA|25|1111|1351|41.375717|-71.511717|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA||Y|||2||||||||||||0||1|M|Ethnicity N/A||||S|||||||www.abc.maettabanmuae.com|1945|2|1|A|A|153|A|Corporate Sales|MDL|253|A|Location Sales|MDL||||8299|5961||||SCHOOLS AND EDUCATIONAL SERVICES, NEC|CATALOG AND MAIL-ORDER HOUSES||||611610|611699||||Fine Arts Schools|All Other Miscellaneous Schools and Instruction||||1411|MAETT AD BAN MUDD DDAE|417 MAIN RD BDMT 17|GWM|MA|1111|1351|15|USA|840|United States of America|1411|MAETT AD BAN MUDD DDAE|417 MAIN RD BDMT 17|GWM|MA|1111|1351|15|USA|840|United States of America|1411|MAETT AD BAN MUDD DDAE|417 MAIN RD BDMT 17|GWM|MA|1111|1351|15|USA|840|United States of America||||1411|MAETT AD BAN MUDD DDAE|417 MAIN RD BDMT 17|GWM|MA|1111|1351|15|USA|840|United States of America||||||||||||473|3|44||||||||Y|5|5|M|Y||6/21/2021
1402|MN VANG VELLOAI||136 N IENST |AMHERST|MA|25|1111|1777|41.377167|-71.517781|255||USA|840|United States of America|Hampshire County|15|8000|Springfield, MA|||||2||||||||||||0||1|Gender N/A|Ethnicity N/A||||S|||||||www.abc.mnvangvelloai.com|1988|21|14|D|C|734|B|Corporate Sales|MDL|734|B|Location Sales|MDL||||8399|8322||||SOCIAL SERVICES, NEC|INDIVIDUAL AND FAMILY SOCIAL SERVICES||||624190|||||Other Individual and Family Services|||||1411|MN VANG VELLDOAI|136 N IEDNT RD|GWM|MA|1111|1777|15|USA|840|United States of America|1411|MN VANG VELLDOAI|136 N IEDNT RD|GWM|MA|1111|1777|15|USA|840|United States of America|1411|MN VANG VELLDOAI|136 N IEDNT RD|GWM|MA|1111|1777|15|USA|840|United States of America||||1411|MN VANG VELLDOAI|136 N IEDNT RD|GWM|MA|1111|1777|15|USA|840|United States of America||||||||||||473|3|44|||||||| |1|1|A|||6/21/2021
